Iter,Time,S,E,I,R
0,0.0,90.0,10.0,0.0,0.0
1,0.4071938576756433,90.0,9.0,1.0,0.0
2,1.7121633564179515,90.0,8.0,2.0,0.0
3,1.7505159657792817,90.0,7.0,3.0,0.0
4,2.290868888279139,90.0,6.0,4.0,0.0
5,2.3875988532220065,89.0,7.0,4.0,0.0
6,2.6004389320379864,89.0,6.0,5.0,0.0
7,2.699164710021417,88.0,7.0,5.0,0.0
8,2.768747212323402,88.0,6.0,6.0,0.0
9,2.9907416577533974,88.0,5.0,7.0,0.0
10,3.3232543836323147,87.0,6.0,7.0,0.0
11,3.6256302712728194,86.0,7.0,7.0,0.0
12,4.043542430372149,86.0,7.0,6.0,0.0
13,4.568901164767462,86.0,6.0,7.0,0.0
14,4.966220389255759,86.0,5.0,8.0,0.0
15,5.033571527810184,85.0,6.0,8.0,0.0
16,5.147946880026598,85.0,6.0,7.0,0.0
17,5.307116939036543,84.0,7.0,7.0,0.0
18,5.632741896829967,84.0,7.0,6.0,0.0
19,5.691562888583854,83.0,8.0,6.0,0.0
20,5.803964422871239,82.0,9.0,6.0,0.0
21,6.062481137572587,81.0,10.0,6.0,0.0
22,6.068185981340887,80.0,11.0,6.0,0.0
23,6.22827290750346,80.0,10.0,7.0,0.0
24,6.2733150527206485,80.0,9.0,8.0,0.0
25,6.437183454016073,80.0,8.0,9.0,0.0
26,6.753634731085903,80.0,7.0,10.0,0.0
27,6.867680484131009,80.0,6.0,11.0,0.0
28,6.90921278223827,79.0,7.0,11.0,0.0
29,7.096667995433233,79.0,7.0,10.0,0.0
30,7.252141750538733,78.0,8.0,10.0,0.0
31,7.271953710365073,77.0,9.0,10.0,0.0
32,7.3049245329893715,77.0,9.0,9.0,0.0
33,7.384537424141992,77.0,8.0,10.0,0.0
34,7.465150744701378,77.0,7.0,11.0,0.0
35,7.803912525749068,76.0,8.0,11.0,0.0
36,7.912716248646675,75.0,9.0,11.0,0.0
37,7.97941330176475,75.0,9.0,10.0,0.0
38,8.422982551118325,74.0,10.0,10.0,0.0
39,8.445965562284334,74.0,10.0,9.0,0.0
40,8.566074945316121,74.0,10.0,8.0,0.0
41,8.617649991185386,74.0,10.0,7.0,0.0
42,8.67659147764192,74.0,9.0,8.0,0.0
43,9.859929391362929,74.0,8.0,9.0,0.0
44,10.140215395715165,74.0,7.0,10.0,0.0
45,10.355648926374874,74.0,6.0,11.0,0.0
46,10.604595439207696,74.0,6.0,10.0,0.0
47,11.29936947958843,74.0,6.0,9.0,0.0
48,11.706979318449518,73.0,7.0,9.0,0.0
49,11.809608680491271,73.0,6.0,10.0,0.0
50,12.0276567835743,73.0,6.0,9.0,0.0
51,12.055487351356442,72.0,7.0,9.0,0.0
52,12.233816019641132,72.0,6.0,10.0,0.0
53,12.242685155615117,71.0,7.0,10.0,0.0
54,12.687264106297777,71.0,7.0,9.0,0.0
55,13.228547598443944,71.0,6.0,10.0,0.0
56,14.310673446879754,70.0,7.0,10.0,0.0
57,14.37353505878451,70.0,7.0,9.0,0.0
58,14.662378500810604,70.0,7.0,8.0,0.0
59,14.815559895712335,69.0,8.0,8.0,0.0
60,15.353638057506245,69.0,7.0,9.0,0.0
61,15.928677176623628,68.0,8.0,9.0,0.0
62,16.216055739786597,68.0,7.0,10.0,0.0
63,16.693736537755527,68.0,6.0,11.0,0.0
64,16.732830626143762,68.0,5.0,12.0,0.0
65,17.07801940176129,67.0,6.0,12.0,0.0
66,17.197247600102493,67.0,6.0,11.0,0.0
67,17.353968322938588,67.0,6.0,10.0,0.0
68,17.43791935445329,67.0,6.0,9.0,0.0
69,17.622572392619855,67.0,6.0,8.0,0.0
70,17.657046879463,66.0,7.0,8.0,0.0
