Iter,Time,S,E,I,R
0,0.0,900.0,100.0,0.0,0.0
1,0.007705706691429849,900.0,99.0,1.0,0.0
2,0.07573672891606584,900.0,98.0,2.0,0.0
3,0.20632398790555947,900.0,97.0,3.0,0.0
4,0.2504263602588924,900.0,96.0,4.0,0.0
5,0.30022529778509666,900.0,95.0,5.0,0.0
6,0.32001597664052656,900.0,94.0,6.0,0.0
7,0.32544066400362726,900.0,93.0,7.0,0.0
8,0.3818434615404163,900.0,92.0,8.0,0.0
9,0.39933719926502714,900.0,91.0,9.0,0.0
10,0.39944302862637676,899.0,92.0,9.0,0.0
11,0.4092140745855091,899.0,91.0,10.0,0.0
12,0.4120647645829442,899.0,90.0,11.0,0.0
13,0.4193380162188118,898.0,91.0,11.0,0.0
14,0.42903593318193267,898.0,90.0,12.0,0.0
15,0.48507445539327687,897.0,91.0,12.0,0.0
16,0.48568524681759906,897.0,90.0,13.0,0.0
17,0.6516839655691931,897.0,89.0,14.0,0.0
18,0.7187914907472267,897.0,88.0,15.0,0.0
19,0.958890716876944,896.0,89.0,15.0,0.0
20,0.968519298155609,896.0,89.0,14.0,0.0
21,1.0550426920276528,895.0,90.0,14.0,0.0
22,1.0648937385473816,895.0,89.0,15.0,0.0
23,1.091328986937101,895.0,88.0,16.0,0.0
24,1.1088992585325548,895.0,87.0,17.0,0.0
25,1.1222441184484317,894.0,88.0,17.0,0.0
26,1.1663994637533879,893.0,89.0,17.0,0.0
27,1.199747739115266,893.0,88.0,18.0,0.0
28,1.2018835714316634,893.0,87.0,19.0,0.0
29,1.2958992438848533,893.0,86.0,20.0,0.0
30,1.4657097831719197,893.0,85.0,21.0,0.0
31,1.5199434824643268,893.0,84.0,22.0,0.0
32,1.570139674801716,893.0,83.0,23.0,0.0
33,1.5763286082547938,893.0,82.0,24.0,0.0
34,1.592947105323319,893.0,81.0,25.0,0.0
35,1.6034131616966227,893.0,80.0,26.0,0.0
36,1.6177865242136211,892.0,81.0,26.0,0.0
37,1.6399814981255765,892.0,80.0,27.0,0.0
38,1.6914246244966293,892.0,79.0,28.0,0.0
39,1.747447734469747,892.0,78.0,29.0,0.0
40,1.7508704141974267,892.0,77.0,30.0,0.0
41,1.774577137662851,892.0,76.0,31.0,0.0
42,1.7811910346797948,892.0,75.0,32.0,0.0
43,1.7977527650140943,891.0,76.0,32.0,0.0
44,1.8252685325192393,891.0,75.0,33.0,0.0
45,1.865423494769862,890.0,76.0,33.0,0.0
46,1.8770583756414676,889.0,77.0,33.0,0.0
47,1.9004256575146068,889.0,76.0,34.0,0.0
48,1.9047143213674103,888.0,77.0,34.0,0.0
49,1.9184190846906044,888.0,76.0,35.0,0.0
50,1.9934403571239159,888.0,75.0,36.0,0.0
51,2.0068659536716518,888.0,74.0,37.0,0.0
52,2.012487657846996,888.0,73.0,38.0,0.0
53,2.0311026986645215,887.0,74.0,38.0,0.0
54,2.0319751991150343,886.0,75.0,38.0,0.0
55,2.0750352765442823,885.0,76.0,38.0,0.0
56,2.075041142570621,885.0,75.0,39.0,0.0
57,2.2029122177225284,885.0,75.0,38.0,0.0
58,2.2436415666658216,884.0,76.0,38.0,0.0
59,2.269103406401202,884.0,76.0,37.0,0.0
60,2.3083624232107356,883.0,77.0,37.0,0.0
61,2.333882705758099,882.0,78.0,37.0,0.0
62,2.3722739206956747,881.0,79.0,37.0,0.0
63,2.4393867377054543,881.0,79.0,36.0,0.0
64,2.4600546314100855,881.0,78.0,37.0,0.0
65,2.4729874061488957,881.0,77.0,38.0,0.0
66,2.4810163693711353,880.0,78.0,38.0,0.0
67,2.5348868934817306,880.0,77.0,39.0,0.0
68,2.5949612552390158,880.0,76.0,40.0,0.0
69,2.596982560128523,880.0,75.0,41.0,0.0
70,2.605707157013257,880.0,74.0,42.0,0.0
71,2.617487074949818,879.0,75.0,42.0,0.0
72,2.625658291845133,879.0,75.0,41.0,0.0
73,2.6537238330887716,879.0,75.0,40.0,0.0
74,2.6664559002060773,878.0,76.0,40.0,0.0
75,2.6931907980306105,877.0,77.0,40.0,0.0
76,2.7394299367734316,876.0,78.0,40.0,0.0
77,2.745248826214073,875.0,79.0,40.0,0.0
78,2.792252868938533,875.0,78.0,41.0,0.0
79,2.820119089976906,874.0,79.0,41.0,0.0
80,2.9034535858563553,874.0,78.0,42.0,0.0
81,2.916297995381563,873.0,79.0,42.0,0.0
82,2.9698461105924836,873.0,79.0,41.0,0.0
83,2.9705610083408858,873.0,79.0,40.0,0.0
84,3.1624789886153346,872.0,80.0,40.0,0.0
85,3.1726538956664085,872.0,79.0,41.0,0.0
86,3.212737370273699,872.0,78.0,42.0,0.0
87,3.2667463194260504,871.0,79.0,42.0,0.0
88,3.2849341390788385,871.0,78.0,43.0,0.0
89,3.2996244698487316,870.0,79.0,43.0,0.0
90,3.326295277759449,869.0,80.0,43.0,0.0
91,3.352352378033527,869.0,79.0,44.0,0.0
92,3.363121632766602,869.0,78.0,45.0,0.0
93,3.395012246945432,868.0,79.0,45.0,0.0
94,3.405429069358628,868.0,78.0,46.0,0.0
95,3.415706045575303,868.0,78.0,45.0,0.0
96,3.427046718054994,868.0,77.0,46.0,0.0
97,3.4422263824164534,868.0,77.0,45.0,0.0
98,3.4609838415455334,868.0,76.0,46.0,0.0
99,3.5141197521586247,867.0,77.0,46.0,0.0
100,3.5164173979454185,866.0,78.0,46.0,0.0
101,3.556227650701611,866.0,77.0,47.0,0.0
102,3.573875975825874,865.0,78.0,47.0,0.0
103,3.6132682469663333,865.0,77.0,48.0,0.0
104,3.6512706638944246,864.0,78.0,48.0,0.0
105,3.6651822789668884,864.0,77.0,49.0,0.0
106,3.7090040931648613,863.0,78.0,49.0,0.0
107,3.768031365054633,863.0,77.0,50.0,0.0
108,3.7715655223721245,862.0,78.0,50.0,0.0
109,3.8060204358878114,862.0,78.0,49.0,0.0
110,3.8492193515519166,861.0,79.0,49.0,0.0
111,3.8586089066622464,860.0,80.0,49.0,0.0
112,3.9023788391095047,859.0,81.0,49.0,0.0
113,3.9031670393578852,859.0,81.0,48.0,0.0
114,3.9317716314161815,859.0,80.0,49.0,0.0
115,3.9452451477834876,859.0,80.0,48.0,0.0
116,3.9713096131814853,858.0,81.0,48.0,0.0
117,3.9886995271328427,857.0,82.0,48.0,0.0
118,4.035649436779686,857.0,81.0,49.0,0.0
119,4.043187642303023,857.0,81.0,48.0,0.0
120,4.048509695289983,856.0,82.0,48.0,0.0
121,4.0512813512410455,856.0,82.0,47.0,0.0
122,4.058498250718614,856.0,82.0,46.0,0.0
123,4.095134107989731,855.0,83.0,46.0,0.0
124,4.117202975871724,854.0,84.0,46.0,0.0
125,4.133813678740567,854.0,84.0,45.0,0.0
126,4.141010384836483,854.0,83.0,46.0,0.0
127,4.181619834060293,854.0,83.0,45.0,0.0
128,4.195628316143463,853.0,84.0,45.0,0.0
129,4.200436535011452,852.0,85.0,45.0,0.0
130,4.278675740462194,851.0,86.0,45.0,0.0
131,4.280075753100654,850.0,87.0,45.0,0.0
132,4.317120775839739,850.0,87.0,44.0,0.0
133,4.346430727028897,850.0,87.0,43.0,0.0
134,4.355215630891891,849.0,88.0,43.0,0.0
135,4.363487847009854,848.0,89.0,43.0,0.0
136,4.373080498369637,847.0,90.0,43.0,0.0
137,4.375572721257793,847.0,90.0,42.0,0.0
138,4.437381638488643,847.0,89.0,43.0,0.0
139,4.4982461053688745,846.0,90.0,43.0,0.0
140,4.514049122647689,846.0,90.0,42.0,0.0
141,4.524714629293742,846.0,89.0,43.0,0.0
142,4.550275243941915,846.0,88.0,44.0,0.0
143,4.593225534914166,846.0,87.0,45.0,0.0
144,4.610042293746154,846.0,86.0,46.0,0.0
145,4.629343224968642,846.0,85.0,47.0,0.0
146,4.6569088808182135,845.0,86.0,47.0,0.0
147,4.673928238928877,844.0,87.0,47.0,0.0
148,4.676369308434182,844.0,86.0,48.0,0.0
149,4.677162743226678,844.0,86.0,47.0,0.0
150,4.693704477947915,844.0,86.0,46.0,0.0
151,4.702515769342802,844.0,85.0,47.0,0.0
152,4.703387325499041,844.0,84.0,48.0,0.0
153,4.725111212439203,844.0,83.0,49.0,0.0
154,4.739821058996859,844.0,82.0,50.0,0.0
155,4.765053665152558,844.0,81.0,51.0,0.0
156,4.766585137421523,843.0,82.0,51.0,0.0
157,4.770609752176179,843.0,81.0,52.0,0.0
158,4.7879865608746135,843.0,80.0,53.0,0.0
159,4.789276943511788,843.0,80.0,52.0,0.0
160,4.790610059698467,842.0,81.0,52.0,0.0
161,4.842371379440778,841.0,82.0,52.0,0.0
162,4.850904256840222,840.0,83.0,52.0,0.0
163,4.867797775353049,840.0,83.0,51.0,0.0
164,4.874247740016859,839.0,84.0,51.0,0.0
165,4.914483166448515,839.0,83.0,52.0,0.0
166,4.939481254636223,839.0,83.0,51.0,0.0
167,4.941149194402649,839.0,83.0,50.0,0.0
168,4.955359453626491,839.0,82.0,51.0,0.0
169,5.002242134707802,839.0,82.0,50.0,0.0
170,5.022195082075974,838.0,83.0,50.0,0.0
171,5.046578452480395,838.0,82.0,51.0,0.0
172,5.065519457744965,837.0,83.0,51.0,0.0
173,5.077441625224904,837.0,83.0,50.0,0.0
174,5.098567523903631,837.0,83.0,49.0,0.0
175,5.1263499580195795,837.0,82.0,50.0,0.0
176,5.167508529903833,837.0,82.0,49.0,0.0
177,5.168242652571102,837.0,81.0,50.0,0.0
178,5.174074510436814,837.0,80.0,51.0,0.0
179,5.225508809626258,836.0,81.0,51.0,0.0
180,5.230924121727547,836.0,80.0,52.0,0.0
181,5.250409803135819,835.0,81.0,52.0,0.0
182,5.252731918149021,834.0,82.0,52.0,0.0
183,5.258431325869331,834.0,81.0,53.0,0.0
184,5.266879754850489,834.0,80.0,54.0,0.0
185,5.2745649210601275,834.0,79.0,55.0,0.0
186,5.347633735092304,834.0,78.0,56.0,0.0
187,5.367431305974783,834.0,78.0,55.0,0.0
188,5.376065677745121,834.0,78.0,54.0,0.0
189,5.377505679602191,834.0,78.0,53.0,0.0
190,5.429666033723821,833.0,79.0,53.0,0.0
191,5.432711706508059,833.0,79.0,52.0,0.0
192,5.433955572629242,833.0,78.0,53.0,0.0
193,5.50615880571352,832.0,79.0,53.0,0.0
194,5.507361266741348,832.0,78.0,54.0,0.0
195,5.55335676583336,831.0,79.0,54.0,0.0
196,5.5629491935656725,831.0,78.0,55.0,0.0
197,5.578067039950885,831.0,77.0,56.0,0.0
198,5.591869908102706,831.0,76.0,57.0,0.0
199,5.663013337158047,831.0,76.0,56.0,0.0
200,5.669346828012075,830.0,77.0,56.0,0.0
