Iter,Time,S,E,I,R
0,0.0,900.0,100.0,0.0,0.0
1,0.057133578038993375,900.0,99.0,1.0,0.0
2,0.10555608858269902,900.0,98.0,2.0,0.0
3,0.17505498560021662,900.0,97.0,3.0,0.0
4,0.21875434821276046,900.0,96.0,4.0,0.0
5,0.35943442515186264,900.0,95.0,5.0,0.0
6,0.37216720163616923,900.0,94.0,6.0,0.0
7,0.41247956449719225,900.0,93.0,7.0,0.0
8,0.4329516455550254,900.0,92.0,8.0,0.0
9,0.454045889406346,900.0,91.0,9.0,0.0
10,0.4992526551726706,900.0,90.0,10.0,0.0
11,0.5182122169544788,899.0,91.0,10.0,0.0
12,0.5242470888228402,899.0,90.0,11.0,0.0
13,0.5474827566887445,899.0,89.0,12.0,0.0
14,0.5697314729403148,899.0,88.0,13.0,0.0
15,0.5816229013655437,899.0,87.0,14.0,0.0
16,0.70400271790493,898.0,88.0,14.0,0.0
17,0.7195923391308209,898.0,87.0,15.0,0.0
18,0.7953139163600094,898.0,86.0,16.0,0.0
19,0.800509717888599,898.0,85.0,17.0,0.0
20,0.8471262584613863,898.0,84.0,18.0,0.0
21,0.8636577404261487,898.0,83.0,19.0,0.0
22,0.8756785883526595,897.0,84.0,19.0,0.0
23,0.9011095199282338,897.0,83.0,20.0,0.0
24,0.9233112818170438,896.0,84.0,20.0,0.0
25,0.9766984564043881,896.0,83.0,21.0,0.0
26,0.9854146139729981,895.0,84.0,21.0,0.0
27,1.0523970191600913,895.0,84.0,20.0,0.0
28,1.053231946779255,894.0,85.0,20.0,0.0
29,1.0584546655192852,894.0,85.0,19.0,0.0
30,1.0655419114825506,894.0,84.0,20.0,0.0
31,1.1320244936836914,894.0,83.0,21.0,0.0
32,1.1348667216978947,893.0,84.0,21.0,0.0
33,1.1377578908311325,893.0,83.0,22.0,0.0
34,1.1756029690735224,893.0,82.0,23.0,0.0
35,1.201784566904015,893.0,81.0,24.0,0.0
36,1.2099916921376825,893.0,80.0,25.0,0.0
37,1.253138043847703,893.0,79.0,26.0,0.0
38,1.2549031017533534,893.0,78.0,27.0,0.0
39,1.3505106223065428,892.0,79.0,27.0,0.0
40,1.4640288871263019,892.0,78.0,28.0,0.0
41,1.5010060847890243,891.0,79.0,28.0,0.0
42,1.5527623332716143,891.0,78.0,29.0,0.0
43,1.7936343547706457,891.0,77.0,30.0,0.0
44,1.7983496834292871,890.0,78.0,30.0,0.0
45,1.927845654646465,890.0,77.0,31.0,0.0
46,1.9793177762995395,890.0,76.0,32.0,0.0
47,2.0180994273169706,890.0,76.0,31.0,0.0
48,2.039503333637807,890.0,75.0,32.0,0.0
49,2.055907170360009,889.0,76.0,32.0,0.0
50,2.1108671011862685,889.0,75.0,33.0,0.0
51,2.1149521767747754,888.0,76.0,33.0,0.0
52,2.16223540350914,887.0,77.0,33.0,0.0
53,2.1660124587462306,886.0,78.0,33.0,0.0
54,2.17708793039856,886.0,78.0,32.0,0.0
55,2.233616406550714,886.0,77.0,33.0,0.0
56,2.294303981976161,885.0,78.0,33.0,0.0
57,2.344197510645586,885.0,78.0,32.0,0.0
58,2.356894563324731,885.0,77.0,33.0,0.0
59,2.421538124576186,884.0,78.0,33.0,0.0
60,2.4656221757899623,883.0,79.0,33.0,0.0
61,2.486024426470872,883.0,79.0,32.0,0.0
62,2.506944984694795,883.0,79.0,31.0,0.0
63,2.533244160887789,883.0,78.0,32.0,0.0
64,2.533994627307108,883.0,78.0,31.0,0.0
65,2.5653648758314014,883.0,77.0,32.0,0.0
66,2.606477763390394,882.0,78.0,32.0,0.0
67,2.7300622292541665,882.0,77.0,33.0,0.0
68,2.743866947009691,882.0,76.0,34.0,0.0
69,2.7886422493877765,882.0,76.0,33.0,0.0
70,2.82500806552116,882.0,75.0,34.0,0.0
71,2.862960001806287,881.0,76.0,34.0,0.0
72,2.8762830222894693,881.0,75.0,35.0,0.0
73,2.9934096983116953,881.0,75.0,34.0,0.0
74,2.9940959908757154,881.0,74.0,35.0,0.0
75,3.002892820407849,881.0,73.0,36.0,0.0
76,3.067860437646922,881.0,72.0,37.0,0.0
77,3.1109848509562354,881.0,71.0,38.0,0.0
78,3.112015854156799,880.0,72.0,38.0,0.0
79,3.1316779677958104,880.0,71.0,39.0,0.0
80,3.179174391672776,879.0,72.0,39.0,0.0
81,3.1967705863546563,878.0,73.0,39.0,0.0
82,3.198333563923116,877.0,74.0,39.0,0.0
83,3.2485176570356136,877.0,73.0,40.0,0.0
84,3.2966243376329465,876.0,74.0,40.0,0.0
85,3.3949565916237705,876.0,73.0,41.0,0.0
86,3.4651924011305733,876.0,72.0,42.0,0.0
87,3.4655868394423472,876.0,71.0,43.0,0.0
88,3.4787999187485883,875.0,72.0,43.0,0.0
89,3.5612332724430473,874.0,73.0,43.0,0.0
90,3.577441111495964,873.0,74.0,43.0,0.0
91,3.602248679210848,873.0,74.0,42.0,0.0
92,3.6658904153288394,872.0,75.0,42.0,0.0
93,3.666756917998551,871.0,76.0,42.0,0.0
94,3.67001174471854,871.0,76.0,41.0,0.0
95,3.701972118296987,871.0,75.0,42.0,0.0
96,3.7363289744578703,871.0,74.0,43.0,0.0
97,3.7578432860898,871.0,73.0,44.0,0.0
98,3.7595696916399475,871.0,73.0,43.0,0.0
99,3.7966329954777245,871.0,72.0,44.0,0.0
100,3.7981973552560824,871.0,71.0,45.0,0.0
101,3.8818993439362113,871.0,70.0,46.0,0.0
102,3.928368468922803,871.0,69.0,47.0,0.0
103,3.9463834776487046,870.0,70.0,47.0,0.0
104,3.956721021290117,869.0,71.0,47.0,0.0
105,3.97201701858128,869.0,70.0,48.0,0.0
106,4.011481947634371,868.0,71.0,48.0,0.0
107,4.090685450750324,867.0,72.0,48.0,0.0
108,4.115815565271348,867.0,71.0,49.0,0.0
109,4.1683373675310245,866.0,72.0,49.0,0.0
110,4.290398667334422,866.0,71.0,50.0,0.0
111,4.367820134900022,866.0,71.0,49.0,0.0
112,4.38344545217068,866.0,71.0,48.0,0.0
113,4.399851025260089,866.0,70.0,49.0,0.0
114,4.400205524862716,865.0,71.0,49.0,0.0
115,4.428725372204507,864.0,72.0,49.0,0.0
116,4.478753227847073,863.0,73.0,49.0,0.0
117,4.479377356953037,862.0,74.0,49.0,0.0
118,4.507353824929548,862.0,74.0,48.0,0.0
119,4.53469905631567,861.0,75.0,48.0,0.0
120,4.543252985593719,861.0,74.0,49.0,0.0
121,4.5618526376933,861.0,74.0,48.0,0.0
122,4.600363685807783,860.0,75.0,48.0,0.0
123,4.60379380777369,860.0,75.0,47.0,0.0
124,4.607097949919183,860.0,75.0,46.0,0.0
125,4.634544451012236,859.0,76.0,46.0,0.0
126,4.640752272592069,858.0,77.0,46.0,0.0
127,4.7132788236750045,858.0,76.0,47.0,0.0
