Time,S,E,I,R
1332,453.0,57.0,95.0,0.0
1333,453.0,56.0,96.0,0.0
1334,453.0,56.0,95.0,0.0
1335,453.0,56.0,94.0,0.0
1336,453.0,56.0,93.0,0.0
1337,452.0,57.0,93.0,0.0
1338,452.0,56.0,94.0,0.0
1339,452.0,56.0,93.0,0.0
1340,451.0,57.0,93.0,0.0
1341,450.0,58.0,93.0,0.0
1342,450.0,57.0,94.0,0.0
1343,450.0,57.0,93.0,0.0
1344,450.0,57.0,92.0,0.0
1345,450.0,56.0,93.0,0.0
1346,450.0,56.0,92.0,0.0
1347,450.0,56.0,91.0,0.0
1348,450.0,55.0,92.0,0.0
1349,450.0,55.0,91.0,0.0
1350,450.0,54.0,92.0,0.0
1351,449.0,55.0,92.0,0.0
1352,448.0,56.0,92.0,0.0
1353,448.0,56.0,91.0,0.0
1354,448.0,56.0,90.0,0.0
1355,448.0,56.0,89.0,0.0
1356,448.0,56.0,88.0,0.0
1357,448.0,55.0,89.0,0.0
1358,448.0,55.0,88.0,0.0
1359,448.0,54.0,89.0,0.0
1360,448.0,54.0,88.0,0.0
1361,448.0,53.0,89.0,0.0
1362,448.0,53.0,88.0,0.0
1363,447.0,54.0,88.0,0.0
1364,446.0,55.0,88.0,0.0
1365,446.0,55.0,87.0,0.0
1366,445.0,56.0,87.0,0.0
1367,445.0,55.0,88.0,0.0
1368,445.0,54.0,89.0,0.0
1369,444.0,55.0,89.0,0.0
1370,444.0,55.0,88.0,0.0
1371,444.0,54.0,89.0,0.0
1372,443.0,55.0,89.0,0.0
1373,442.0,56.0,89.0,0.0
1374,441.0,57.0,89.0,0.0
1375,441.0,57.0,88.0,0.0
1376,441.0,56.0,89.0,0.0
1377,440.0,57.0,89.0,0.0
1378,440.0,56.0,90.0,0.0
1379,440.0,55.0,91.0,0.0
1380,440.0,54.0,92.0,0.0
1381,439.0,55.0,92.0,0.0
1382,438.0,56.0,92.0,0.0
1383,437.0,57.0,92.0,0.0
1384,436.0,58.0,92.0,0.0
1385,436.0,57.0,93.0,0.0
1386,436.0,56.0,94.0,0.0
1387,436.0,55.0,95.0,0.0
1388,435.0,56.0,95.0,0.0
1389,435.0,56.0,94.0,0.0
1390,434.0,57.0,94.0,0.0
1391,434.0,57.0,93.0,0.0
1392,434.0,57.0,92.0,0.0
1393,433.0,58.0,92.0,0.0
1394,433.0,58.0,91.0,0.0
1395,433.0,58.0,90.0,0.0
1396,432.0,59.0,90.0,0.0
1397,432.0,59.0,89.0,0.0
1398,432.0,59.0,88.0,0.0
1399,432.0,59.0,87.0,0.0
1400,432.0,58.0,88.0,0.0
1401,431.0,59.0,88.0,0.0
1402,431.0,58.0,89.0,0.0
1403,431.0,57.0,90.0,0.0
1404,431.0,56.0,91.0,0.0
1405,431.0,55.0,92.0,0.0
1406,430.0,56.0,92.0,0.0
1407,429.0,57.0,92.0,0.0
1408,428.0,58.0,92.0,0.0
1409,428.0,58.0,91.0,0.0
1410,428.0,58.0,90.0,0.0
1411,427.0,59.0,90.0,0.0
1412,426.0,60.0,90.0,0.0
1413,426.0,60.0,89.0,0.0
1414,426.0,60.0,88.0,0.0
1415,426.0,59.0,89.0,0.0
1416,425.0,60.0,89.0,0.0
1417,424.0,61.0,89.0,0.0
1418,424.0,60.0,90.0,0.0
1419,423.0,61.0,90.0,0.0
1420,423.0,61.0,89.0,0.0
1421,422.0,62.0,89.0,0.0
1422,422.0,61.0,90.0,0.0
1423,422.0,60.0,91.0,0.0
1424,421.0,61.0,91.0,0.0
1425,421.0,60.0,92.0,0.0
1426,421.0,59.0,93.0,0.0
1427,421.0,59.0,92.0,0.0
1428,421.0,59.0,91.0,0.0
1429,420.0,60.0,91.0,0.0
1430,420.0,59.0,92.0,0.0
1431,420.0,58.0,93.0,0.0
1432,420.0,57.0,94.0,0.0
1433,420.0,56.0,95.0,0.0
1434,419.0,57.0,95.0,0.0
1435,419.0,57.0,94.0,0.0
1436,419.0,57.0,93.0,0.0
1437,418.0,58.0,93.0,0.0
1438,418.0,57.0,94.0,0.0
1439,418.0,56.0,95.0,0.0
1440,418.0,56.0,94.0,0.0
1441,418.0,56.0,93.0,0.0
1442,418.0,56.0,92.0,0.0
1443,418.0,56.0,91.0,0.0
1444,418.0,55.0,92.0,0.0
1445,418.0,54.0,93.0,0.0
1446,418.0,54.0,92.0,0.0
1447,418.0,54.0,91.0,0.0
1448,418.0,53.0,92.0,0.0
1449,418.0,53.0,91.0,0.0
1450,417.0,54.0,91.0,0.0
1451,417.0,53.0,92.0,0.0
1452,417.0,53.0,91.0,0.0
1453,417.0,52.0,92.0,0.0
1454,417.0,52.0,91.0,0.0
1455,417.0,52.0,90.0,0.0
1456,417.0,52.0,89.0,0.0
1457,417.0,52.0,88.0,0.0
1458,417.0,51.0,89.0,0.0
1459,417.0,50.0,90.0,0.0
1460,417.0,49.0,91.0,0.0
1461,417.0,49.0,90.0,0.0
1462,417.0,49.0,89.0,0.0
1463,417.0,49.0,88.0,0.0
1464,416.0,50.0,88.0,0.0
1465,415.0,51.0,88.0,0.0
1466,415.0,51.0,87.0,0.0
1467,415.0,51.0,86.0,0.0
1468,415.0,51.0,85.0,0.0
1469,415.0,51.0,84.0,0.0
1470,415.0,51.0,83.0,0.0
1471,415.0,51.0,82.0,0.0
1472,414.0,52.0,82.0,0.0
1473,413.0,53.0,82.0,0.0
1474,413.0,53.0,81.0,0.0
1475,413.0,53.0,80.0,0.0
1476,413.0,53.0,79.0,0.0
1477,413.0,53.0,78.0,0.0
1478,413.0,52.0,79.0,0.0
1479,412.0,53.0,79.0,0.0
1480,412.0,53.0,78.0,0.0
1481,412.0,52.0,79.0,0.0
1482,412.0,52.0,78.0,0.0
1483,412.0,51.0,79.0,0.0
1484,412.0,51.0,78.0,0.0
1485,412.0,51.0,77.0,0.0
1486,412.0,51.0,76.0,0.0
1487,412.0,51.0,75.0,0.0
1488,412.0,51.0,74.0,0.0
1489,411.0,52.0,74.0,0.0
1490,411.0,51.0,75.0,0.0
1491,411.0,51.0,74.0,0.0
1492,411.0,50.0,75.0,0.0
1493,411.0,49.0,76.0,0.0
1494,411.0,48.0,77.0,0.0
1495,411.0,48.0,76.0,0.0
1496,410.0,49.0,76.0,0.0
1497,410.0,49.0,75.0,0.0
1498,410.0,49.0,74.0,0.0
1499,410.0,49.0,73.0,0.0
1500,409.0,50.0,73.0,0.0
1501,409.0,49.0,74.0,0.0
1502,409.0,49.0,73.0,0.0
1503,409.0,48.0,74.0,0.0
1504,409.0,48.0,73.0,0.0
1505,409.0,47.0,74.0,0.0
1506,409.0,46.0,75.0,0.0
1507,409.0,46.0,74.0,0.0
1508,409.0,46.0,73.0,0.0
1509,408.0,47.0,73.0,0.0
1510,408.0,47.0,72.0,0.0
1511,408.0,47.0,71.0,0.0
1512,407.0,48.0,71.0,0.0
1513,407.0,48.0,70.0,0.0
1514,407.0,47.0,71.0,0.0
1515,407.0,47.0,70.0,0.0
1516,407.0,47.0,69.0,0.0
1517,407.0,46.0,70.0,0.0
1518,407.0,46.0,69.0,0.0
1519,406.0,47.0,69.0,0.0
1520,406.0,47.0,68.0,0.0
1521,406.0,47.0,67.0,0.0
1522,406.0,47.0,66.0,0.0
1523,406.0,47.0,65.0,0.0
1524,406.0,46.0,66.0,0.0
1525,405.0,47.0,66.0,0.0
1526,405.0,47.0,65.0,0.0
1527,404.0,48.0,65.0,0.0
1528,403.0,49.0,65.0,0.0
1529,403.0,49.0,64.0,0.0
1530,403.0,48.0,65.0,0.0
1531,403.0,47.0,66.0,0.0
1532,403.0,47.0,65.0,0.0
1533,403.0,47.0,64.0,0.0
1534,403.0,47.0,63.0,0.0
1535,403.0,46.0,64.0,0.0
1536,402.0,47.0,64.0,0.0
1537,402.0,47.0,63.0,0.0
1538,402.0,47.0,62.0,0.0
1539,402.0,46.0,63.0,0.0
1540,402.0,46.0,62.0,0.0
1541,402.0,46.0,61.0,0.0
1542,402.0,45.0,62.0,0.0
1543,401.0,46.0,62.0,0.0
1544,401.0,46.0,61.0,0.0
1545,401.0,46.0,60.0,0.0
1546,401.0,45.0,61.0,0.0
1547,400.0,46.0,61.0,0.0
1548,399.0,47.0,61.0,0.0
1549,399.0,46.0,62.0,0.0
1550,398.0,47.0,62.0,0.0
1551,398.0,47.0,61.0,0.0
1552,398.0,46.0,62.0,0.0
1553,398.0,45.0,63.0,0.0
1554,398.0,44.0,64.0,0.0
1555,397.0,45.0,64.0,0.0
1556,397.0,45.0,63.0,0.0
1557,397.0,44.0,64.0,0.0
1558,397.0,44.0,63.0,0.0
1559,397.0,44.0,62.0,0.0
1560,397.0,44.0,61.0,0.0
1561,397.0,43.0,62.0,0.0
1562,397.0,43.0,61.0,0.0
1563,397.0,42.0,62.0,0.0
1564,397.0,41.0,63.0,0.0
1565,397.0,41.0,62.0,0.0
1566,397.0,41.0,61.0,0.0
1567,397.0,40.0,62.0,0.0
1568,397.0,40.0,61.0,0.0
1569,397.0,40.0,60.0,0.0
1570,396.0,41.0,60.0,0.0
1571,395.0,42.0,60.0,0.0
1572,395.0,42.0,59.0,0.0
1573,395.0,41.0,60.0,0.0
1574,395.0,40.0,61.0,0.0
1575,395.0,40.0,60.0,0.0
1576,395.0,40.0,59.0,0.0
1577,395.0,39.0,60.0,0.0
1578,395.0,39.0,59.0,0.0
1579,395.0,38.0,60.0,0.0
1580,395.0,38.0,59.0,0.0
1581,395.0,37.0,60.0,0.0
1582,394.0,38.0,60.0,0.0
1583,394.0,37.0,61.0,0.0
1584,394.0,37.0,60.0,0.0
1585,394.0,37.0,59.0,0.0
1586,393.0,38.0,59.0,0.0
1587,393.0,37.0,60.0,0.0
1588,393.0,36.0,61.0,0.0
1589,393.0,36.0,60.0,0.0
1590,393.0,35.0,61.0,0.0
1591,393.0,34.0,62.0,0.0
1592,393.0,34.0,61.0,0.0
1593,393.0,34.0,60.0,0.0
1594,393.0,34.0,59.0,0.0
1595,392.0,35.0,59.0,0.0
1596,392.0,35.0,58.0,0.0
1597,392.0,34.0,59.0,0.0
1598,392.0,34.0,58.0,0.0
1599,392.0,33.0,59.0,0.0
1600,392.0,33.0,58.0,0.0
1601,392.0,32.0,59.0,0.0
1602,392.0,31.0,60.0,0.0
1603,392.0,31.0,59.0,0.0
1604,392.0,31.0,58.0,0.0
1605,391.0,32.0,58.0,0.0
1606,390.0,33.0,58.0,0.0
1607,390.0,33.0,57.0,0.0
1608,390.0,33.0,56.0,0.0
1609,390.0,32.0,57.0,0.0
1610,390.0,32.0,56.0,0.0
1611,390.0,31.0,57.0,0.0
1612,390.0,30.0,58.0,0.0
1613,390.0,29.0,59.0,0.0
1614,390.0,28.0,60.0,0.0
1615,390.0,28.0,59.0,0.0
1616,390.0,28.0,58.0,0.0
1617,390.0,28.0,57.0,0.0
1618,389.0,29.0,57.0,0.0
1619,388.0,30.0,57.0,0.0
1620,388.0,29.0,58.0,0.0
1621,388.0,28.0,59.0,0.0
1622,387.0,29.0,59.0,0.0
1623,386.0,30.0,59.0,0.0
1624,385.0,31.0,59.0,0.0
1625,385.0,31.0,58.0,0.0
1626,385.0,31.0,57.0,0.0
1627,385.0,30.0,58.0,0.0
1628,385.0,30.0,57.0,0.0
1629,385.0,29.0,58.0,0.0
1630,385.0,29.0,57.0,0.0
1631,385.0,29.0,56.0,0.0
1632,385.0,28.0,57.0,0.0
1633,385.0,28.0,56.0,0.0
1634,385.0,27.0,57.0,0.0
1635,384.0,28.0,57.0,0.0
1636,384.0,28.0,56.0,0.0
1637,384.0,27.0,57.0,0.0
1638,384.0,27.0,56.0,0.0
1639,383.0,28.0,56.0,0.0
1640,383.0,27.0,57.0,0.0
1641,383.0,27.0,56.0,0.0
1642,382.0,28.0,56.0,0.0
1643,381.0,29.0,56.0,0.0
1644,381.0,29.0,55.0,0.0
1645,381.0,29.0,54.0,0.0
1646,381.0,28.0,55.0,0.0
1647,381.0,28.0,54.0,0.0
1648,381.0,28.0,53.0,0.0
1649,381.0,27.0,54.0,0.0
1650,381.0,26.0,55.0,0.0
1651,380.0,27.0,55.0,0.0
1652,380.0,27.0,54.0,0.0
1653,380.0,27.0,53.0,0.0
1654,379.0,28.0,53.0,0.0
1655,378.0,29.0,53.0,0.0
1656,378.0,28.0,54.0,0.0
1657,378.0,28.0,53.0,0.0
1658,378.0,28.0,52.0,0.0
1659,378.0,28.0,51.0,0.0
1660,377.0,29.0,51.0,0.0
1661,377.0,29.0,50.0,0.0
1662,377.0,28.0,51.0,0.0
1663,376.0,29.0,51.0,0.0
1664,376.0,28.0,52.0,0.0
1665,376.0,27.0,53.0,0.0
1666,376.0,26.0,54.0,0.0
1667,376.0,26.0,53.0,0.0
1668,376.0,26.0,52.0,0.0
1669,376.0,26.0,51.0,0.0
1670,376.0,26.0,50.0,0.0
1671,376.0,26.0,49.0,0.0
1672,376.0,25.0,50.0,0.0
1673,376.0,25.0,49.0,0.0
1674,376.0,25.0,48.0,0.0
1675,376.0,25.0,47.0,0.0
1676,375.0,26.0,47.0,0.0
1677,375.0,26.0,46.0,0.0
1678,375.0,25.0,47.0,0.0
1679,374.0,26.0,47.0,0.0
1680,374.0,25.0,48.0,0.0
1681,374.0,25.0,47.0,0.0
1682,374.0,24.0,48.0,0.0
1683,373.0,25.0,48.0,0.0
1684,372.0,26.0,48.0,0.0
1685,372.0,26.0,47.0,0.0
1686,371.0,27.0,47.0,0.0
1687,371.0,27.0,46.0,0.0
1688,371.0,27.0,45.0,0.0
1689,370.0,28.0,45.0,0.0
1690,370.0,27.0,46.0,0.0
1691,370.0,27.0,45.0,0.0
1692,370.0,27.0,44.0,0.0
1693,370.0,27.0,43.0,0.0
1694,370.0,26.0,44.0,0.0
1695,370.0,25.0,45.0,0.0
1696,370.0,25.0,44.0,0.0
1697,370.0,25.0,43.0,0.0
1698,370.0,25.0,42.0,0.0
1699,370.0,25.0,41.0,0.0
1700,370.0,24.0,42.0,0.0
1701,369.0,25.0,42.0,0.0
1702,368.0,26.0,42.0,0.0
1703,368.0,26.0,41.0,0.0
1704,367.0,27.0,41.0,0.0
1705,367.0,26.0,42.0,0.0
1706,367.0,26.0,41.0,0.0
1707,366.0,27.0,41.0,0.0
1708,366.0,27.0,40.0,0.0
1709,366.0,27.0,39.0,0.0
1710,366.0,26.0,40.0,0.0
1711,366.0,25.0,41.0,0.0
1712,366.0,25.0,40.0,0.0
1713,366.0,24.0,41.0,0.0
1714,366.0,24.0,40.0,0.0
1715,366.0,23.0,41.0,0.0
1716,366.0,23.0,40.0,0.0
1717,366.0,22.0,41.0,0.0
1718,366.0,21.0,42.0,0.0
1719,366.0,20.0,43.0,0.0
1720,366.0,19.0,44.0,0.0
1721,366.0,18.0,45.0,0.0
1722,366.0,18.0,44.0,0.0
1723,366.0,18.0,43.0,0.0
1724,366.0,18.0,42.0,0.0
1725,365.0,19.0,42.0,0.0
1726,365.0,18.0,43.0,0.0
1727,365.0,18.0,42.0,0.0
1728,365.0,17.0,43.0,0.0
1729,364.0,18.0,43.0,0.0
1730,364.0,17.0,44.0,0.0
1731,364.0,17.0,43.0,0.0
1732,364.0,16.0,44.0,0.0
1733,364.0,16.0,43.0,0.0
1734,364.0,16.0,42.0,0.0
1735,363.0,17.0,42.0,0.0
1736,363.0,17.0,41.0,0.0
1737,363.0,17.0,40.0,0.0
1738,362.0,18.0,40.0,0.0
1739,362.0,17.0,41.0,0.0
1740,362.0,17.0,40.0,0.0
1741,361.0,18.0,40.0,0.0
1742,360.0,19.0,40.0,0.0
1743,360.0,18.0,41.0,0.0
1744,360.0,17.0,42.0,0.0
1745,360.0,16.0,43.0,0.0
1746,360.0,16.0,42.0,0.0
1747,360.0,16.0,41.0,0.0
1748,360.0,15.0,42.0,0.0
1749,359.0,16.0,42.0,0.0
1750,359.0,15.0,43.0,0.0
1751,359.0,15.0,42.0,0.0
1752,359.0,14.0,43.0,0.0
1753,359.0,14.0,42.0,0.0
1754,359.0,14.0,41.0,0.0
1755,359.0,14.0,40.0,0.0
1756,358.0,15.0,40.0,0.0
1757,358.0,15.0,39.0,0.0
1758,358.0,15.0,38.0,0.0
1759,358.0,14.0,39.0,0.0
1760,358.0,14.0,38.0,0.0
1761,357.0,15.0,38.0,0.0
1762,356.0,16.0,38.0,0.0
1763,356.0,15.0,39.0,0.0
1764,355.0,16.0,39.0,0.0
1765,354.0,17.0,39.0,0.0
1766,353.0,18.0,39.0,0.0
1767,353.0,17.0,40.0,0.0
1768,353.0,16.0,41.0,0.0
1769,353.0,16.0,40.0,0.0
1770,353.0,16.0,39.0,0.0
1771,353.0,16.0,38.0,0.0
1772,353.0,15.0,39.0,0.0
1773,353.0,14.0,40.0,0.0
1774,353.0,14.0,39.0,0.0
1775,353.0,14.0,38.0,0.0
1776,353.0,13.0,39.0,0.0
1777,352.0,14.0,39.0,0.0
1778,351.0,15.0,39.0,0.0
1779,351.0,15.0,38.0,0.0
1780,351.0,14.0,39.0,0.0
1781,351.0,14.0,38.0,0.0
1782,351.0,14.0,37.0,0.0
1783,351.0,14.0,36.0,0.0
1784,351.0,14.0,35.0,0.0
1785,351.0,14.0,34.0,0.0
1786,350.0,15.0,34.0,0.0
1787,350.0,15.0,33.0,0.0
1788,350.0,15.0,32.0,0.0
1789,350.0,14.0,33.0,0.0
1790,350.0,14.0,32.0,0.0
1791,350.0,14.0,31.0,0.0
1792,350.0,13.0,32.0,0.0
1793,350.0,13.0,31.0,0.0
1794,350.0,13.0,30.0,0.0
1795,350.0,12.0,31.0,0.0
1796,350.0,12.0,30.0,0.0
1797,350.0,11.0,31.0,0.0
1798,350.0,11.0,30.0,0.0
1799,350.0,11.0,29.0,0.0
1800,349.0,12.0,29.0,0.0
1801,349.0,11.0,30.0,0.0
1802,349.0,11.0,29.0,0.0
1803,348.0,12.0,29.0,0.0
1804,348.0,11.0,30.0,0.0
1805,348.0,11.0,29.0,0.0
1806,347.0,12.0,29.0,0.0
1807,347.0,12.0,28.0,0.0
1808,347.0,11.0,29.0,0.0
1809,347.0,10.0,30.0,0.0
1810,347.0,10.0,29.0,0.0
1811,347.0,9.0,30.0,0.0
1812,347.0,9.0,29.0,0.0
1813,347.0,9.0,28.0,0.0
1814,347.0,9.0,27.0,0.0
1815,346.0,10.0,27.0,0.0
1816,346.0,10.0,26.0,0.0
1817,346.0,10.0,25.0,0.0
1818,346.0,10.0,24.0,0.0
1819,345.0,11.0,24.0,0.0
1820,344.0,12.0,24.0,0.0
1821,344.0,12.0,23.0,0.0
1822,344.0,12.0,22.0,0.0
1823,344.0,12.0,21.0,0.0
1824,344.0,11.0,22.0,0.0
1825,344.0,10.0,23.0,0.0
1826,344.0,10.0,22.0,0.0
1827,344.0,9.0,23.0,0.0
1828,344.0,8.0,24.0,0.0
1829,344.0,8.0,23.0,0.0
1830,343.0,9.0,23.0,0.0
1831,343.0,9.0,22.0,0.0
1832,343.0,8.0,23.0,0.0
1833,343.0,8.0,22.0,0.0
1834,342.0,9.0,22.0,0.0
1835,341.0,10.0,22.0,0.0
1836,340.0,11.0,22.0,0.0
1837,340.0,11.0,21.0,0.0
1838,340.0,11.0,20.0,0.0
1839,340.0,10.0,21.0,0.0
1840,340.0,9.0,22.0,0.0
1841,340.0,8.0,23.0,0.0
1842,339.0,9.0,23.0,0.0
1843,339.0,9.0,22.0,0.0
1844,339.0,9.0,21.0,0.0
1845,339.0,9.0,20.0,0.0
1846,339.0,8.0,21.0,0.0
1847,338.0,9.0,21.0,0.0
1848,338.0,9.0,20.0,0.0
1849,338.0,9.0,19.0,0.0
1850,338.0,9.0,18.0,0.0
1851,338.0,8.0,19.0,0.0
1852,338.0,8.0,18.0,0.0
1853,338.0,8.0,17.0,0.0
1854,337.0,9.0,17.0,0.0
1855,337.0,8.0,18.0,0.0
1856,337.0,7.0,19.0,0.0
1857,337.0,7.0,18.0,0.0
1858,337.0,6.0,19.0,0.0
1859,337.0,6.0,18.0,0.0
1860,337.0,5.0,19.0,0.0
1861,336.0,6.0,19.0,0.0
1862,336.0,6.0,18.0,0.0
1863,336.0,6.0,17.0,0.0
1864,336.0,6.0,16.0,0.0
1865,336.0,5.0,17.0,0.0
1866,336.0,4.0,18.0,0.0
1867,336.0,4.0,17.0,0.0
1868,335.0,5.0,17.0,0.0
1869,334.0,6.0,17.0,0.0
1870,334.0,6.0,16.0,0.0
1871,333.0,7.0,16.0,0.0
1872,333.0,7.0,15.0,0.0
1873,333.0,7.0,14.0,0.0
1874,333.0,6.0,15.0,0.0
1875,333.0,5.0,16.0,0.0
1876,332.0,6.0,16.0,0.0
1877,332.0,6.0,15.0,0.0
1878,332.0,6.0,14.0,0.0
1879,332.0,6.0,13.0,0.0
1880,332.0,5.0,14.0,0.0
1881,331.0,6.0,14.0,0.0
1882,331.0,6.0,13.0,0.0
1883,331.0,5.0,14.0,0.0
1884,331.0,5.0,13.0,0.0
1885,331.0,4.0,14.0,0.0
1886,331.0,3.0,15.0,0.0
1887,330.0,4.0,15.0,0.0
1888,329.0,5.0,15.0,0.0
1889,329.0,5.0,14.0,0.0
1890,329.0,5.0,13.0,0.0
1891,329.0,4.0,14.0,0.0
1892,329.0,3.0,15.0,0.0
1893,329.0,3.0,14.0,0.0
1894,329.0,3.0,13.0,0.0
1895,329.0,3.0,12.0,0.0
1896,329.0,2.0,13.0,0.0
1897,329.0,2.0,12.0,0.0
1898,329.0,1.0,13.0,0.0
1899,329.0,1.0,12.0,0.0
1900,328.0,2.0,12.0,0.0
1901,328.0,2.0,11.0,0.0
1902,327.0,3.0,11.0,0.0
1903,327.0,3.0,10.0,0.0
1904,327.0,3.0,9.0,0.0
1905,327.0,3.0,8.0,0.0
1906,327.0,3.0,7.0,0.0
1907,327.0,3.0,6.0,0.0
1908,326.0,4.0,6.0,0.0
1909,326.0,4.0,5.0,0.0
1910,326.0,3.0,6.0,0.0
1911,326.0,3.0,5.0,0.0
1912,326.0,2.0,6.0,0.0
1913,326.0,2.0,5.0,0.0
1914,326.0,2.0,4.0,0.0
1915,326.0,1.0,5.0,0.0
1916,326.0,1.0,4.0,0.0
1917,326.0,0.0,5.0,0.0
1918,326.0,0.0,4.0,0.0
1919,326.0,0.0,3.0,0.0
1920,325.0,1.0,3.0,0.0
1921,324.0,2.0,3.0,0.0
1922,324.0,1.0,4.0,0.0
1923,323.0,2.0,4.0,0.0
1924,322.0,3.0,4.0,0.0
1925,322.0,3.0,3.0,0.0
1926,322.0,3.0,2.0,0.0
1927,322.0,2.0,3.0,0.0
1928,322.0,2.0,2.0,0.0
1929,322.0,1.0,3.0,0.0
1930,322.0,1.0,2.0,0.0
1931,322.0,1.0,1.0,0.0
1932,322.0,0.0,2.0,0.0
1933,322.0,0.0,1.0,0.0
1934,322.0,0.0,0.0,0.0
1935,322.0,0.0,0.0,0.0
1936,322.0,0.0,0.0,0.0
1937,322.0,0.0,0.0,0.0
1938,322.0,0.0,0.0,0.0
1939,322.0,0.0,0.0,0.0
1940,322.0,0.0,0.0,0.0
1941,322.0,0.0,0.0,0.0
1942,322.0,0.0,0.0,0.0
1943,322.0,0.0,0.0,0.0
1944,322.0,0.0,0.0,0.0
1945,322.0,0.0,0.0,0.0
1946,322.0,0.0,0.0,0.0
1947,322.0,0.0,0.0,0.0
1948,322.0,0.0,0.0,0.0
1949,322.0,0.0,0.0,0.0
1950,322.0,0.0,0.0,0.0
1951,322.0,0.0,0.0,0.0
1952,322.0,0.0,0.0,0.0
1953,322.0,0.0,0.0,0.0
1954,322.0,0.0,0.0,0.0
1955,322.0,0.0,0.0,0.0
1956,322.0,0.0,0.0,0.0
1957,322.0,0.0,0.0,0.0
1958,322.0,0.0,0.0,0.0
1959,322.0,0.0,0.0,0.0
1960,322.0,0.0,0.0,0.0
1961,322.0,0.0,0.0,0.0
1962,322.0,0.0,0.0,0.0
1963,322.0,0.0,0.0,0.0
1964,322.0,0.0,0.0,0.0
1965,322.0,0.0,0.0,0.0
1966,322.0,0.0,0.0,0.0
1967,322.0,0.0,0.0,0.0
1968,322.0,0.0,0.0,0.0
1969,322.0,0.0,0.0,0.0
1970,322.0,0.0,0.0,0.0
1971,322.0,0.0,0.0,0.0
1972,322.0,0.0,0.0,0.0
1973,322.0,0.0,0.0,0.0
1974,322.0,0.0,0.0,0.0
1975,322.0,0.0,0.0,0.0
1976,322.0,0.0,0.0,0.0
1977,322.0,0.0,0.0,0.0
1978,322.0,0.0,0.0,0.0
1979,322.0,0.0,0.0,0.0
1980,322.0,0.0,0.0,0.0
1981,322.0,0.0,0.0,0.0
1982,322.0,0.0,0.0,0.0
1983,322.0,0.0,0.0,0.0
1984,322.0,0.0,0.0,0.0
1985,322.0,0.0,0.0,0.0
1986,322.0,0.0,0.0,0.0
1987,322.0,0.0,0.0,0.0
1988,322.0,0.0,0.0,0.0
1989,322.0,0.0,0.0,0.0
1990,322.0,0.0,0.0,0.0
1991,322.0,0.0,0.0,0.0
1992,322.0,0.0,0.0,0.0
1993,322.0,0.0,0.0,0.0
1994,322.0,0.0,0.0,0.0
1995,322.0,0.0,0.0,0.0
1996,322.0,0.0,0.0,0.0
1997,322.0,0.0,0.0,0.0
1998,322.0,0.0,0.0,0.0
1999,322.0,0.0,0.0,0.0
2000,322.0,0.0,0.0,0.0
