Iter,Time,S,E,I,R
0,0.0,900.0,100.0,0.0,0.0
1,0.010871334248664719,900.0,99.0,1.0,0.0
2,0.035103523378191746,900.0,98.0,2.0,0.0
3,0.10543863295828187,900.0,97.0,3.0,0.0
4,0.16431598801606656,900.0,96.0,4.0,0.0
5,0.1690394406205655,900.0,96.0,3.0,0.0
6,0.1725768625269665,900.0,95.0,4.0,0.0
7,0.18426274694676203,900.0,94.0,5.0,0.0
8,0.20238378432230034,899.0,95.0,5.0,0.0
9,0.22660369050281678,899.0,94.0,6.0,0.0
10,0.2484960810185545,899.0,93.0,7.0,0.0
11,0.25994854813399254,899.0,93.0,6.0,0.0
12,0.374845830172621,899.0,92.0,7.0,0.0
13,0.5013684944744871,899.0,91.0,8.0,0.0
14,0.5247011449187661,898.0,92.0,8.0,0.0
15,0.6191921443087213,898.0,91.0,9.0,0.0
16,0.6511602490403213,898.0,90.0,10.0,0.0
17,0.6581850050225302,898.0,89.0,11.0,0.0
18,0.6951641703814746,898.0,88.0,12.0,0.0
19,0.7132693238575549,897.0,89.0,12.0,0.0
20,0.721917815872913,897.0,88.0,13.0,0.0
21,0.7482999984704277,897.0,87.0,14.0,0.0
22,0.7497297971280446,896.0,88.0,14.0,0.0
23,0.7650837302083131,896.0,88.0,13.0,0.0
24,0.8171401498388802,896.0,87.0,14.0,0.0
25,0.8401141909768662,896.0,86.0,15.0,0.0
26,0.8735514631838357,896.0,85.0,16.0,0.0
27,0.9412548841467848,896.0,85.0,15.0,0.0
28,0.9415258540591777,896.0,84.0,16.0,0.0
29,0.969738576119161,895.0,85.0,16.0,0.0
30,0.9764712060735108,895.0,84.0,17.0,0.0
31,1.0053673254038322,894.0,85.0,17.0,0.0
32,1.0323235278792016,893.0,86.0,17.0,0.0
33,1.0386630944802697,893.0,85.0,18.0,0.0
34,1.1409924608534605,893.0,84.0,19.0,0.0
35,1.2435356532048154,893.0,83.0,20.0,0.0
36,1.275916744822098,893.0,82.0,21.0,0.0
37,1.3757767508046823,893.0,81.0,22.0,0.0
38,1.378134327365401,893.0,80.0,23.0,0.0
39,1.3801558956153799,892.0,81.0,23.0,0.0
40,1.4139618291535059,892.0,80.0,24.0,0.0
41,1.506638718198384,892.0,79.0,25.0,0.0
42,1.578550170823987,891.0,80.0,25.0,0.0
43,1.6022735919699287,890.0,81.0,25.0,0.0
44,1.6397226317449498,890.0,80.0,26.0,0.0
45,1.6706596549508101,890.0,79.0,27.0,0.0
46,1.6711965131247082,890.0,78.0,28.0,0.0
47,1.696933135264637,890.0,77.0,29.0,0.0
48,1.7131800789675586,890.0,76.0,30.0,0.0
49,1.736305276198743,889.0,77.0,30.0,0.0
50,1.7477414126992792,889.0,76.0,31.0,0.0
51,1.7832049006268214,888.0,77.0,31.0,0.0
52,1.783591118135876,887.0,78.0,31.0,0.0
53,1.7977100958015926,886.0,79.0,31.0,0.0
54,1.9172368009007297,886.0,78.0,32.0,0.0
55,1.9343051703264524,886.0,77.0,33.0,0.0
56,2.0463741654413394,885.0,78.0,33.0,0.0
57,2.0866959896592516,885.0,78.0,32.0,0.0
58,2.087693315661605,884.0,79.0,32.0,0.0
59,2.099803543415394,884.0,78.0,33.0,0.0
60,2.190746116268038,884.0,77.0,34.0,0.0
61,2.1931337012717202,883.0,78.0,34.0,0.0
62,2.2100483124876034,883.0,78.0,33.0,0.0
63,2.227394516539707,882.0,79.0,33.0,0.0
64,2.275185307311681,882.0,79.0,32.0,0.0
65,2.2948802845139697,881.0,80.0,32.0,0.0
66,2.308247162244744,880.0,81.0,32.0,0.0
67,2.333222052037038,880.0,81.0,31.0,0.0
68,2.3437772191499975,879.0,82.0,31.0,0.0
69,2.3826238128196837,878.0,83.0,31.0,0.0
70,2.422925702891651,878.0,82.0,32.0,0.0
71,2.423452571429401,877.0,83.0,32.0,0.0
72,2.4442935426470522,876.0,84.0,32.0,0.0
73,2.4503182018900334,876.0,83.0,33.0,0.0
74,2.4729226274445555,876.0,83.0,32.0,0.0
75,2.54474372380788,876.0,82.0,33.0,0.0
76,2.556486048928897,876.0,81.0,34.0,0.0
77,2.575381608110696,876.0,80.0,35.0,0.0
78,2.6054742990584208,876.0,79.0,36.0,0.0
79,2.620860876976363,876.0,78.0,37.0,0.0
80,2.6583595222945564,876.0,77.0,38.0,0.0
81,2.691705225179277,876.0,76.0,39.0,0.0
82,2.787562615869134,876.0,75.0,40.0,0.0
83,2.798330173981716,876.0,74.0,41.0,0.0
84,2.832052197627321,876.0,73.0,42.0,0.0
85,2.8646460319011924,876.0,72.0,43.0,0.0
86,2.8858401782877143,876.0,71.0,44.0,0.0
87,2.9193415029367653,875.0,72.0,44.0,0.0
88,2.9667122932951306,875.0,71.0,45.0,0.0
89,3.076428090448771,875.0,71.0,44.0,0.0
90,3.07975486940838,874.0,72.0,44.0,0.0
91,3.13335943134991,873.0,73.0,44.0,0.0
92,3.1431297877131015,873.0,72.0,45.0,0.0
93,3.1709732101819252,872.0,73.0,45.0,0.0
94,3.23267080809193,872.0,72.0,46.0,0.0
95,3.241997636685777,872.0,71.0,47.0,0.0
96,3.2631288395807014,872.0,71.0,46.0,0.0
97,3.2660291009640376,871.0,72.0,46.0,0.0
98,3.3031124352940515,871.0,72.0,45.0,0.0
99,3.3144688243224216,870.0,73.0,45.0,0.0
100,3.3455217480445163,870.0,72.0,46.0,0.0
101,3.3738622578916706,869.0,73.0,46.0,0.0
102,3.388768911013903,869.0,73.0,45.0,0.0
103,3.402924911725635,869.0,73.0,44.0,0.0
104,3.42355526879704,869.0,72.0,45.0,0.0
105,3.440294401785832,868.0,73.0,45.0,0.0
